model,reference_period_end_year,reference_period_start_year,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Ch.4 Assessed,1900,1850,World,SSP1-2.6,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196468787211483,1.232380706085614,1.267276552476122,1.302330444132838,1.340350750624485,1.378903226607599,1.414332500609374,1.449860415203566,1.484397475914503,1.521392977191734,1.552925162305321,1.585592683944005,1.614728988672812,1.645861947083725,1.678248808934593,1.708361560103295,1.737507884577618,1.765484912339368,1.792770565340573,1.820492619007286,1.843521653239898,1.867629645131355,1.893450366441964,1.917318028763874,1.940528662945321,1.96203603985282,1.983618275380664,2.00687161709963,2.029218992646163,2.049021984932874,2.067024313370522,2.082946783003566,2.112893037214537,2.12809185683861,2.142829160381956,2.156089668421872,2.169123281379658,2.181836054725057,2.193510972893864,2.20480721623232,2.215678753582742,2.225334819749977,2.233615484769374,2.242317216702171,2.250150495544756,2.25724758856806,2.263809255413188,2.26979171290233,2.274116523463665,2.279494194574917,2.285248935435455,2.289981305811952,2.293074105742043,2.296298540896299,2.299917709164867,2.303786568050519,2.307275670902396,2.310121047838525,2.313491727963914,2.316333283422913,2.319976901007807,2.322319707635717,2.323878021055125,2.32498420208588,2.326365614857457,2.32612907181711,2.327203686906247,2.327554774386524,2.328883639620316,2.329567221292591,2.330611199061314,2.331366761842956,2.332965732845827,2.332888420531525,2.332466457442671,2.331471246822895,2.332649129806417,2.332515100366573,2.332138775696601,2.331450735368425,2.330311127104653,2.329500644865277,2.328148477429111,2.326610443974896,2.324612979548522
Ch.4 Assessed,1900,1850,World,SSP1-2.6,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099247547477238,1.124936488752985,1.151127280611031,1.176866571917163,1.20226640935634,1.228768373007366,1.254123596395378,1.278778936706126,1.301780680427943,1.325222231966173,1.350618531064992,1.372619163208597,1.395754585027414,1.417280592175695,1.439774723556736,1.46075354622364,1.480469949857439,1.49920018798334,1.517611006752081,1.534261346711688,1.549817927987848,1.565240879938803,1.57949181156022,1.594629591979877,1.609538328946998,1.622439625103694,1.635165952080778,1.647946032549904,1.660422853861697,1.669689911267048,1.679842347156302,1.690823895480779,1.700404272460811,1.7080199392076,1.716008714023579,1.723816298541179,1.73270215478958,1.740365356126901,1.747410789332575,1.754036511707356,1.760044208879562,1.76564366530306,1.770448395184294,1.774362385331122,1.778051518656833,1.782696196832563,1.785852729610676,1.787993181462467,1.791742063615704,1.794761576753017,1.797476504564222,1.798835813291115,1.798589210699402,1.79904217260493,1.801170644543945,1.800509257194062,1.800176143187666,1.800643782234286,1.799682314148123,1.799241900677838,1.798608142345801,1.797969429189593,1.796334255951723,1.793544318509561,1.792229004266146,1.788891937784697,1.786833310705518,1.783811908684151,1.780553456859309,1.777842172579758,1.774576942397309,1.772189481602817,1.769013637213726,1.764498228313062,1.760809845225841,1.758729909026215,1.754315959794124,1.749871218244303,1.746275025118732,1.742477455193474,1.73899400006742,1.734824557628063,1.731581063903972,1.727422951833381,1.723633029300621
Ch.4 Assessed,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.020884849950959,1.040534548654836,1.060932976617174,1.079272099583805,1.099178782123515,1.120566689073966,1.14297241151824,1.165054366235245,1.186427868710072,1.205258006688249,1.224146437072668,1.247006610528411,1.271120574034329,1.294156065911475,1.318304949679756,1.340855324913612,1.364782524798977,1.390625815428395,1.410746028102656,1.434906732710465,1.458803203038781,1.483370971007377,1.509067961932949,1.536156714422398,1.563592434096558,1.59166426274565,1.620760393021456,1.64854106275183,1.67778459234983,1.707986856100538,1.738701628011867,1.768256093936051,1.798193459883535,1.832998454535749,1.865793893039676,1.899725504555486,1.933048068694701,1.965051157644961,1.999754676811795,2.033064849700935,2.06526083035676,2.099080157861643,2.131211509309864,2.16434010252642,2.19571636029679,2.22815812483392,2.262279420327623,2.297131054199463,2.319130702963288,2.352932824268902,2.385391020857428,2.415014936354165,2.448551765104575,2.483099379594151,2.516484988351258,2.549009182961678,2.582351789032262,2.615776651182194,2.651925743801677,2.687713186662157,2.726767993712308,2.763976098518172,2.799776056361188,2.835702712026208,2.870909367218017,2.903927306526922,2.937935092390797,2.972805508192564,3.007826203813831,3.043163662024991,3.078831637937154,3.115181913533082,3.151821983825297,3.185777587785457,3.222939556585104,3.259087689096549,3.292139074594131,3.327391451671967,3.362112585893657,3.395673853456081,3.429177569183314,3.462596210431378,3.494457516620106,3.526017901766119,3.556015743161273
Ch.4 Assessed,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.214464775698898,1.251050039560256,1.289023334803417,1.329558641712629,1.373857310713072,1.415059583469086,1.45678177106822,1.501338114484208,1.538984084630744,1.581494072767053,1.626236507810627,1.66799999405406,1.711516606771606,1.756477730936045,1.798085457520598,1.841457708591788,1.886850130282815,1.932285067593028,1.978728279152709,2.024747366122618,2.071520093234028,2.117948977435835,2.162790838643331,2.211017365840531,2.260369028095963,2.312494525338334,2.365856631971749,2.416993986468267,2.471009801609257,2.527432897189275,2.582179874999448,2.638026939004575,2.694732947832076,2.75067528802596,2.812369456745166,2.870155476464876,2.928542183251817,2.987667092535775,3.047965993742485,3.108461599356922,3.168048725848551,3.228513671056879,3.291170377850556,3.352780300818204,3.414799933377497,3.478178363578709,3.543039510719198,3.609132134921337,3.674559273096611,3.7394160824045,3.816983113297242,3.88210482992848,3.945988338543064,4.010491261629053,4.07647809354435,4.144222375255462,4.213888527915627,4.282297223745289,4.352691630971,4.421785408307782,4.494372530898644,4.567477860001718,4.639567984061869,4.712642366811611,4.785354929785795,4.857812326077518,4.927053896848943,5.000795069974846,5.073203960908221,5.147714959725535,5.221882323931991,5.296121507717337,5.371190230845812,5.446818681046169,5.520999107520806,5.596166370162877,5.667334775848253,5.739795115347174,5.810965953674563,5.880717569715501,5.950025008271011,6.018712149663867,6.086626108491198,6.153901048899045,6.219620641943965
Ch.4 Assessed,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.110087613353907,1.136829794637295,1.166138801213176,1.195275185134895,1.223857843560775,1.253726950259474,1.283470131803174,1.315981986131451,1.346799973679663,1.37680334150879,1.40963853117141,1.441877805869133,1.475212513921877,1.509049321150155,1.543635753919159,1.576928656447998,1.61043913758366,1.644262337545705,1.677874345077882,1.712720129290541,1.747634769551231,1.783015570716804,1.817785200122533,1.853785112254635,1.892334384814826,1.932941125341882,1.973450266159391,2.011311166707666,2.052008843259084,2.09422104722134,2.135517351120816,2.177517119040265,2.219344350420734,2.260737596082856,2.304063947617047,2.348434422882916,2.392893215078979,2.438887476388864,2.486342319342658,2.531059711338016,2.573277659213287,2.61944598176969,2.668121188266821,2.71261840110961,2.757157671234223,2.79667982265641,2.844935016143699,2.893293154377136,2.942002221133615,2.989032509214328,3.036282075382834,3.086115740164978,3.134536202413299,3.180648269569992,3.229456906194137,3.279564756400432,3.32939329829877,3.376201433936301,3.426389032795217,3.478239947790698,3.528473272940276,3.578517490985476,3.629565710474537,3.679307266972911,3.733668901770504,3.784346387431405,3.833343570755811,3.88556943649778,3.939075944367934,3.990479073200595,4.042170397267873,4.093118878262187,4.14518605520534,4.197856046160946,4.249289921253813,4.3000774772895,4.350626709696547,4.401697899327528,4.450658071365051,4.499150570453712,4.548681042496099,4.59671645478602,4.644480697930438,4.689657501816721,4.734679404550608
Ch.4 Assessed,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015464593576633,1.032164094461693,1.049922470137109,1.068048494749986,1.084378535333585,1.099381120151216,1.116316396933119,1.131426639060884,1.143703642286295,1.155780873870311,1.167700256715394,1.182071659218527,1.195750001963533,1.206357913491507,1.217020392917817,1.2280106717716,1.234975854792554,1.241240694353395,1.247567864958888,1.252629550616456,1.256775085406528,1.260589190860015,1.263875026927821,1.265462329368042,1.268507447185973,1.270907329270043,1.271823515550348,1.273603829192245,1.275930824143495,1.276253414718422,1.27459756882445,1.27062905287353,1.265763207983002,1.262351690390835,1.259214937388564,1.256735313405531,1.253047772494008,1.250034245695083,1.24617071404265,1.242980938648455,1.238873750996531,1.232554112165193,1.227018489716921,1.222183130691652,1.216978398129228,1.212213162519471,1.207527979529126,1.202415927844919,1.196397936571168,1.19174215346227,1.186890878731974,1.183505684019768,1.181340115467006,1.177199255183641,1.171648234389898,1.16689147485318,1.165372742498845,1.162020675629913,1.158920127546667,1.155584091202718,1.153372256472816,1.150438480376203,1.146358958185685,1.142783734568566,1.139108606040096,1.135514601894683,1.132788013214874,1.129081172801163,1.125923458619251,1.122325393511415,1.120064282770148,1.115473732659401,1.109808487043908,1.106180966511867,1.101440050966064,1.095231465843022,1.092253861150815,1.089385557856835,1.084497879397234,1.079756933855717,1.075387246351776,1.070570419169615,1.065702888572471,1.061259237737612,1.05623256526101
Ch.4 Assessed,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.187128662151762,1.219921901598277,1.25396833936711,1.289161376362709,1.324116437446857,1.359480014065763,1.395545562304503,1.431435216765168,1.466095904696037,1.497793007499449,1.53144356298067,1.563874517589058,1.594148766090089,1.622647884602263,1.650491691322245,1.675340717151884,1.700707143878416,1.725904055097354,1.748101469708499,1.767090988379766,1.786170264610801,1.803607483863885,1.818156489737513,1.831783308781982,1.84564712697995,1.857401273375314,1.867063288666071,1.875360869013015,1.882665436412663,1.890744599537217,1.896798549750875,1.90047684740473,1.905980032097287,1.910409223869712,1.91285366859673,1.915745129017758,1.918877277221836,1.919199538994891,1.92086847506629,1.922369929072467,1.921647934301504,1.920791334107797,1.920842844233112,1.921430927315295,1.920122108824715,1.918086552927445,1.917334394953578,1.916515344688741,1.914450360569546,1.911503174685608,1.908890885557966,1.907473217588286,1.903440469618981,1.900505832139421,1.898528915686259,1.896324092551344,1.892040727865409,1.889017839144943,1.885799073557328,1.883054807344312,1.881010707719645,1.878038873855803,1.875433310216809,1.869705067161753,1.862536122145115,1.856716228348872,1.85160659543069,1.847349070341697,1.842422596321459,1.837981079093768,1.8349845878819,1.831303040165551,1.827549215774739,1.822303125199832,1.816791777604031,1.811103422718322,1.807548505178263,1.803013211800962,1.798769709640542,1.795293456858545,1.791378137302105,1.787640244824851,1.782751461583115,1.778048169009206,1.774195014927382
Ch.4 Assessed,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098806697217511,1.123233684104443,1.148855749150225,1.175204809928973,1.200603567039872,1.225472443290541,1.251715812538949,1.27695901514128,1.300042351113897,1.321454670604185,1.343829073908499,1.366752731560742,1.388259637948981,1.407256661867743,1.426049766202361,1.44350264832618,1.459082550325048,1.474052991643572,1.487861154237756,1.49935936809009,1.510067059991037,1.520046170464525,1.52824108656861,1.535336003976834,1.543069379903648,1.549635038537787,1.554121449724712,1.558734535345618,1.562800423687018,1.566356880654194,1.568121078904943,1.567168399053921,1.567000395509804,1.566768571625803,1.566172001353058,1.565447871078812,1.564642917130066,1.562828892239138,1.561234665153267,1.559963112786047,1.557207221708618,1.553330978801763,1.549829540482681,1.547309302377801,1.54364920437138,1.540005435922796,1.536628469600529,1.533170727810983,1.529034932796915,1.524952988347938,1.520569432432358,1.517917250686817,1.514436812268567,1.510551237083714,1.506502878931574,1.502784565338527,1.499301826450536,1.495573129775715,1.492243106092815,1.48902485715597,1.486705665905141,1.483224809045645,1.479470223218629,1.47476224633044,1.469025302512702,1.463558931880244,1.459295510817444,1.455213333730123,1.451042727746928,1.446572669942864,1.443611109059757,1.439094809394599,1.434457524937491,1.429551555946138,1.423897609787855,1.417880784496305,1.414310347062963,1.410984268695928,1.407192648899584,1.403343560286048,1.399595680140566,1.395931947400648,1.392230646405064,1.388402859745407,1.384914343407232
CMIP6 multi-model ensemble,,,World,SSP2-4.5,Mm^2,Arctic Sea Icea Area|September|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35404,1.64973,1.20622,1.56351,1.37408,1.14043,0.700158,0.9344,0.834102,0.827653,0.993087,0.589659,0.544855,0.636127,0.487755,0.481932,0.477805,0.463415,0.192118,0.453042,0.295667,0.198848,0.256165,0.308051,0.250353,0.135117,0.17752,0.158952,0.0966105,0.168458,0.143814,0.135772,0.0866246,0.160888,0.0793988,0.034333,0.0242832,0.089081,0.0726736,0.0786821,0.0658999,0.0789263,0.0478667,0.0363381,0.0458952,0.0339205,0.0246074,0.0227924,0.032333,0.0150303,0.0102152,0.0177271,0.0142047,0.0104862,0.0183033,0.0103838,0.00747499,0.0182199,0.00441217,0.00831636,0.00704671,0.00226633,0.010281,0.00686863,0.000591243,0.0168357,0.00231422,0.00636417,0.00281789,0.00635944,0.0045163,0.0102139,0.00190219,0.00469535,0.00127729,0.00303105,0.00158178,0.00300313,0.000706587,0.000636983,0.00112622,0.000406619,0.000994437,0.000596053,8.7326e-05
CMIP6 multi-model ensemble,,,World,SSP2-4.5,Mm^2,Arctic Sea Icea Area|September|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60777,7.19036,7.19379,6.74155,6.61358,6.84351,6.93941,6.51052,6.69939,6.62073,6.96932,7.02217,6.36517,6.45352,6.49444,6.68356,6.35631,6.30359,6.12901,5.83509,6.01567,6.02079,5.80435,6.41282,5.69988,6.1045,6.12742,5.85761,5.02332,5.79088,6.69905,5.66901,5.51385,5.53827,6.05005,5.83973,6.20873,5.82622,5.54376,6.1604,5.70814,5.45824,5.63016,5.5086,5.47681,5.17999,5.21407,5.16856,5.2108,5.1153,5.459,5.46153,5.41611,5.88656,5.24314,5.34021,5.17737,5.30889,5.35568,4.53836,5.20481,5.74738,5.58293,4.90275,5.02057,4.63834,4.51974,5.26566,4.39999,5.18268,4.63673,4.56838,4.77292,4.52584,4.27377,4.11079,4.1592,4.89548,4.80179,4.46582,4.32504,4.72961,4.80658,4.96141,4.77604
CMIP6 multi-model ensemble,,,World,SSP2-4.5,Mm^2,Arctic Sea Icea Area|September|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96682,4.00999,3.95095,3.76486,3.64142,3.51228,3.45628,3.15364,3.07302,3.06741,3.24424,3.11324,3.03426,3.0869,2.67287,2.75865,2.83496,2.73802,2.67507,2.59585,2.48043,2.40078,2.21178,2.36633,2.21439,2.12079,2.12965,2.12438,1.868,1.9543,2.02717,1.8137,1.71435,1.62295,1.49296,1.61658,1.5544,1.47711,1.46336,1.68136,1.45522,1.58258,1.47545,1.51235,1.40492,1.39496,1.26708,1.31862,1.30956,1.10374,1.24345,1.18753,1.15137,1.37749,1.06382,1.11611,1.16326,1.2502,1.12754,1.03053,1.20816,1.04322,0.977695,0.900666,1.04269,0.889187,1.05594,1.06234,0.961735,0.79735,0.865617,0.81099,0.831349,0.794527,0.748915,0.782145,0.653603,0.826155,0.749138,0.648078,0.623291,0.645767,0.697061,0.664136,0.745562
CMIP6 multi-model ensemble,,,World,SSP3-7.0,Mm^2,Arctic Sea Icea Area|September|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66263,1.95025,2.15016,1.82456,1.51721,1.44288,1.265,1.75441,1.63021,1.29157,1.36906,1.11476,0.927906,1.10479,0.830039,0.87619,0.607298,0.545062,0.520474,0.362207,0.392833,0.327564,0.340375,0.210583,0.277917,0.226956,0.21626,0.285691,0.272888,0.295348,0.225999,0.162537,0.13197,0.0614289,0.0807075,0.0443765,0.0314962,0.0671452,0.01218,0.0283008,0.0434595,0.0031679,0.0197054,0.0406543,0.043692,0.0396226,0.00339629,0.0045507,0.0117256,0.00607111,0.0152281,0.00388748,0.00926486,0.000846198,0.00261024,0.000732751,1.22665e-06,0.000563822,4.72552e-05,0.000114203,0.0,1.20445e-05,0.00134662,0.000181068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59237e-06,8.10639e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMIP6 multi-model ensemble,,,World,SSP3-7.0,Mm^2,Arctic Sea Icea Area|September|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36293,6.90955,6.83572,6.61484,6.21276,6.52064,6.26123,6.60285,6.76018,6.98497,6.57402,6.7233,6.71325,6.47633,6.32634,6.58202,6.43963,6.19297,5.64829,6.56813,6.11958,6.65469,6.31219,6.22609,6.38744,6.18573,6.06172,6.07505,5.92139,5.87564,5.74106,6.01506,5.77281,5.80437,5.18176,5.79299,5.43731,6.15909,5.44141,5.57459,5.8989,5.32475,5.45964,5.35558,5.31511,5.53824,5.27918,5.13368,5.03249,4.32478,4.41062,4.46131,4.64066,4.35728,4.60659,4.40802,4.00543,4.53995,4.11814,3.43089,4.02864,4.23491,4.61891,3.89503,3.69906,4.21481,4.36197,3.52728,3.55652,4.25527,4.92202,3.99458,3.60179,3.89525,3.51285,2.83951,2.52881,2.58828,2.72447,3.59688,3.24112,2.81644,3.16998,3.05133,2.92854
CMIP6 multi-model ensemble,,,World,SSP3-7.0,Mm^2,Arctic Sea Icea Area|September|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14898,4.2871,4.17244,4.03175,3.75789,3.88883,3.80625,3.80434,3.73578,3.68473,3.65593,3.44904,3.52334,3.38556,3.24302,3.24669,2.94734,2.79402,2.79371,2.82337,2.69196,2.79727,2.59316,2.58059,2.35462,2.38343,2.34444,2.15542,2.27015,2.19723,2.1045,2.00437,1.95455,1.77882,1.78949,1.73943,1.66308,1.65625,1.5057,1.53344,1.54165,1.21315,1.264,1.32077,1.37875,1.29503,1.26196,1.12143,1.15905,1.03896,1.14009,1.06259,0.973135,0.865779,0.895983,0.832005,0.801825,0.774438,0.710452,0.645036,0.678442,0.681155,0.736694,0.656251,0.592902,0.707653,0.651593,0.534308,0.571594,0.56698,0.645374,0.534114,0.547929,0.527777,0.460511,0.433053,0.374952,0.377542,0.440102,0.540514,0.540366,0.448609,0.434591,0.445026,0.391315
CMIP6 multi-model ensemble,,,World,SSP1-2.6,Mm^2,Arctic Sea Icea Area|September|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36542,1.49507,1.08404,1.39351,0.839419,0.642491,0.962727,0.779168,0.726692,0.610595,0.546085,0.525969,0.605941,0.521532,0.393072,0.579507,0.476741,0.330826,0.49287,0.248888,0.442025,0.210728,0.217436,0.223183,0.246247,0.298748,0.21001,0.223606,0.211755,0.285796,0.232796,0.0982167,0.14171,0.164773,0.209768,0.198918,0.0866319,0.0728554,0.0519405,0.0656853,0.113634,0.160659,0.118757,0.0527456,0.0430994,0.0333299,0.0567113,0.0969097,0.0794743,0.0995097,0.179812,0.0874785,0.0762584,0.0956576,0.0738949,0.0535857,0.0343139,0.0626693,0.0927959,0.0554913,0.0420134,0.0491488,0.023957,0.0236263,0.0589815,0.0329352,0.0357553,0.0228416,0.0307784,0.032525,0.0140338,0.0317487,0.0221523,0.0104514,0.00930066,0.0802649,0.047827,0.0473006,0.0339424,0.0285321,0.0273259,0.0501019,0.0342934,0.0628184,0.0293249
CMIP6 multi-model ensemble,,,World,SSP1-2.6,Mm^2,Arctic Sea Icea Area|September|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79753,7.64911,7.19409,6.50736,7.00812,6.63907,6.70576,6.08736,5.8818,6.58221,6.46341,6.50923,6.83958,6.74052,6.65169,6.14998,6.35005,6.23617,6.70076,6.46812,7.11918,6.68082,6.59964,6.28002,6.25308,6.01802,5.91168,5.77367,6.71324,6.23515,6.96382,6.3638,6.38069,6.21844,6.28041,6.17639,6.15421,5.60096,5.68579,6.11698,6.35626,5.84616,5.68871,6.07644,5.71732,5.7355,6.12919,5.62691,6.02852,5.88201,5.08322,5.97614,5.7528,5.58574,5.72942,5.54961,5.01533,5.19287,5.56883,5.79096,5.61549,5.47111,5.51719,5.86974,5.85879,5.42369,5.55393,5.74326,5.39803,5.72879,6.22677,6.38526,6.03486,6.33002,6.01526,5.86306,5.86576,5.5178,6.2931,6.36268,6.00584,6.25183,5.73276,6.30407,6.17397
CMIP6 multi-model ensemble,,,World,SSP1-2.6,Mm^2,Arctic Sea Icea Area|September|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03593,3.75224,3.73094,3.64167,3.19024,3.16122,3.0051,2.94148,3.08696,3.03588,2.82659,2.88225,3.0535,2.89366,2.75335,2.77454,2.83524,2.77467,2.53229,2.49243,2.54674,2.50967,2.31139,2.35464,2.30323,2.30179,2.11866,2.0428,2.25252,2.06128,2.10232,1.95324,2.05377,2.12939,2.12044,2.07463,2.03666,2.09571,2.05042,1.91303,1.97005,1.83335,1.85205,1.71916,1.84392,1.70069,1.94371,1.85036,1.80037,1.8011,1.66312,1.71936,1.65271,1.65034,1.76153,1.74556,1.51243,1.64265,1.94348,1.78496,1.80013,1.72558,1.77366,1.75166,1.74277,1.74507,1.72398,1.74344,1.57268,1.685,1.81561,1.89735,1.6428,1.83314,1.68746,1.81133,1.7529,1.6465,2.00529,1.81288,1.69831,1.86196,1.55326,1.6302,1.7764
CMIP6 multi-model ensemble,,,World,SSP5-8.5,Mm^2,Arctic Sea Icea Area|September|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57937,1.21006,1.12581,0.934754,0.562205,0.668741,0.99322,0.427316,0.6351,0.66615,0.467937,0.48948,0.406149,0.293356,0.252798,0.297174,0.194357,0.259384,0.224597,0.207657,0.202454,0.106928,0.142503,0.139539,0.0985782,0.0930737,0.0964568,0.0858331,0.0532051,0.0362692,0.0394248,0.0248484,0.0258706,0.0118659,0.0332935,0.0253935,0.0288992,0.0194835,0.00659403,0.00442874,0.0132682,0.00264555,0.0110051,0.00703731,0.00653542,0.00534154,0.00270951,0.00102592,0.000176122,0.00166783,0.000157614,0.00105618,0.000630374,0.000539411,0.000972338,0.0,0.000191733,0.0,0.0,8.82248e-07,0.0,0.0,0.0,5.55249e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMIP6 multi-model ensemble,,,World,SSP5-8.5,Mm^2,Arctic Sea Icea Area|September|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02973,6.91778,6.90356,6.92983,6.53497,6.37939,6.26374,6.25011,6.16847,5.914,6.11491,6.0255,6.49669,6.15339,6.21472,5.44326,5.53,5.24525,5.7075,5.60264,5.56757,5.50012,5.75456,5.57477,5.56538,6.04401,6.09609,6.02464,5.88365,5.39226,5.69161,5.40072,5.03264,4.92014,4.61709,4.82186,5.69669,4.86724,5.23829,5.35492,4.71269,4.68843,4.6953,4.51699,4.84289,4.75898,5.03425,4.54199,4.71175,4.26905,4.43204,4.10196,3.8569,4.3812,4.04175,4.50462,4.53778,3.92162,3.95653,4.16432,3.57954,3.33545,3.70109,2.56238,2.63176,3.11831,3.01274,2.50071,2.60438,3.04582,2.14083,2.88681,2.55839,1.78891,2.42897,2.57488,2.21218,2.41931,2.05259,2.01597,1.80707,2.21905,1.51673,1.84191,2.10912
CMIP6 multi-model ensemble,,,World,SSP5-8.5,Mm^2,Arctic Sea Icea Area|September|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05819,3.84845,3.89917,3.76249,3.65115,3.6787,3.42918,3.25956,3.15431,3.11103,2.97517,3.0089,2.85048,2.60592,2.61646,2.53499,2.41507,2.24094,2.22513,2.19679,2.18068,2.11914,1.9837,1.84818,1.88851,1.77317,1.67871,1.60558,1.54034,1.62671,1.59426,1.45726,1.38464,1.29076,1.28019,1.20622,1.27606,1.05981,1.11431,1.19683,1.03094,1.05058,0.941091,0.820204,0.842499,0.802221,0.828635,0.687202,0.729418,0.738799,0.719396,0.598911,0.62796,0.767118,0.635244,0.647039,0.608953,0.554685,0.504211,0.504226,0.511786,0.492347,0.518472,0.335351,0.307556,0.402561,0.363702,0.342465,0.335494,0.383004,0.270661,0.329036,0.302353,0.224234,0.303576,0.308718,0.299819,0.305883,0.218319,0.251315,0.190912,0.243529,0.167959,0.194672,0.246123
CMIP6 multi-model ensemble,,,World,historical,Mm^2,Arctic Sea Icea Area|September|5%,4.04584,3.88665,4.0304,4.40147,4.55774,4.31793,4.39948,4.45605,4.70025,4.76812,4.31606,4.019,3.93861,4.61952,4.65202,4.75765,4.7782,5.05324,4.88752,4.96344,4.72249,4.46744,4.41936,4.36487,4.35872,4.61104,4.63868,4.31366,4.93082,3.60714,4.14837,3.83157,4.07002,4.1053,4.17696,3.955,4.23574,3.64347,3.02989,3.50493,3.95503,4.01612,4.22062,3.92784,3.98883,3.91289,3.40374,2.81081,3.11563,3.2171,3.40639,2.74443,2.68229,1.7936,2.10264,2.05901,2.31213,1.73576,1.65746,1.30615,1.51291,1.93877,2.60324,1.64829,1.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
