model,reference_period_end_year,reference_period_start_year,region,scenario,unit,variable,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ch.4 assessment,1900,1850,World,SSP2-4.5,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.093672513449,1.11868991705735,1.14402802890893,1.16968139295141,1.1967052610144,1.22256997485836,1.24809632012394,1.2734380429364,1.29961700799865,1.324407481323,1.34797316096574,1.37232125223957,1.39957969043138,1.42480834322624,1.44971350548487,1.4729887604646,1.49621676382431,1.51820304070149,1.53957087278536,1.56088314295607,1.58390005177532,1.60770284303019,1.63196518617233,1.65591600463837,1.67910550919137,1.7036997356143,1.72844596520845,1.75347559549073,1.77586168220674,1.79751919509849,1.82128012464365,1.8467276352736,1.86850938257786,1.8891409329591,1.91254470268263
Ch.4 assessment,1900,1850,World,SSP2-4.5,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977915357911748,0.996658599007229,1.01446873914179,1.03112786486953,1.04809248646032,1.06710953921105,1.08670853196482,1.10548726220401,1.12159504668443,1.13803834537686,1.15040581929833,1.16832425024132,1.18590845548611,1.20441470169836,1.22316753525767,1.24170731799365,1.25923933443001,1.27539404382379,1.29173240750615,1.30930119781222,1.32584069426109,1.34256947155648,1.35957332405798,1.37828279326111,1.39722861324975,1.41474805166019,1.43155026029314,1.4497289218283,1.46805624426957,1.48555784444184,1.50244204728369,1.51812471974246,1.53373928106144,1.54996025166343,1.56469101809912,1.58057229604519
Ch.4 assessment,1900,1850,World,SSP2-4.5,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16155261619267,1.19592775345478,1.23100857303316,1.2670065945939,1.30373558489595,1.34451010859475,1.37957471665598,1.41439203884905,1.44855004183608,1.48185835698813,1.5152810077407,1.5482779192253,1.58228415790353,1.61652678746735,1.65123071674392,1.68605620362041,1.72013121834542,1.75257850532261,1.7860857320457,1.8188374675364,1.85065719109639,1.88254560132826,1.91443460984783,1.94849667689449,1.98245366088461,2.0156675743558,2.05000045274365,2.08432055943449,2.11846585869644,2.15294410283411,2.19306987339149,2.22547510297684,2.25994008070911,2.29482055417511,2.32606999516595,2.36704574052664
IAMs,1850,1850,World,SSP1-1.9,GtCO2,Cumulative Emissions|CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.98577055514,2280.24669688357,2319.61582324281,2359.09314963287,2398.67867605375,2438.37240250544,2476.38148340369,2512.70591874852,2547.34570853992,2580.30085277789,2611.57135146243,2641.15720459354,2669.05841217123,2695.27497419548,2719.8068906663,2742.6541615837,2764.26421429129,2784.63704878908,2803.77266507707,2821.67106315526,2838.33224302364,2853.75620468223,2867.94294813101,2880.89247336999,2892.60478039917,2903.07986921855,2912.71248531177,2921.50262867882,2929.45029931971,2936.55549723445,2942.81822242301,2948.23847488542,2952.81625462167,2956.55156163175,2959.44439591567,2961.49475747343
Ch.4 assessment,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.09442698688693,1.12004905193271,1.14639811271146,1.17179686982236,1.19666574607303,1.22290911532144,1.24815231792377,1.27123565389639,1.29264797338667,1.31502237669099,1.33794603434323,1.35945294073147,1.37844996465023,1.39724306898485,1.41469595110867,1.43027585310754,1.44524629442606,1.45905445702025,1.47055267087258,1.48126036277353,1.49123947324701,1.4994343893511,1.50652930675932,1.51426268268614,1.52082834132028,1.5253147525072,1.52992783812811,1.53399372646951,1.53755018343668,1.53931438168743,1.53836170183641,1.53819369829229,1.53796187440829,1.53736530413555,1.5366411738613
Ch.4 assessment,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986657896359122,1.00335739724418,1.0211157729196,1.03924179753247,1.05557183811607,1.0705744229337,1.08750969971561,1.10261994184337,1.11489694506878,1.1269741766528,1.13889355949788,1.15326496200102,1.16694330474602,1.177551216274,1.18821369570031,1.19920397455409,1.20616915757504,1.21243399713588,1.21876116774138,1.22382285339894,1.22796838818902,1.2317824936425,1.23506832971031,1.23665563215053,1.23970074996846,1.24210063205253,1.24301681833284,1.24479713197473,1.24712412692598,1.24744671750091,1.24579087160694,1.24182235565602,1.23695651076549,1.23354499317332,1.23040824017105,1.22792861618802
Ch.4 assessment,1900,1850,World,SSP1-1.9,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15832196493425,1.19111520438077,1.2251616421496,1.2603546791452,1.29530974022935,1.33067331684825,1.36673886508699,1.40262851954766,1.43728920747853,1.46898631028194,1.50263686576316,1.53506782037155,1.56534206887258,1.59384118738475,1.62168499410473,1.64653401993437,1.6719004466609,1.69709735787984,1.71929477249099,1.73828429116225,1.75736356739329,1.77480078664637,1.78934979252,1.80297661156447,1.81684042976244,1.8285945761578,1.83825659144856,1.8465541717955,1.85385873919515,1.86193790231971,1.86799185253336,1.87167015018722,1.87717333487978,1.8816025266522,1.88404697137922,1.88693843180025
IAMs,1850,1850,World,SSP1-2.6,GtCO2,Cumulative Emissions|CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.98577055514,2280.26875427981,2319.68199543155,2359.22549401035,2398.8992500162,2438.70326344911,2478.00031790412,2516.79041338123,2555.07354988043,2592.84972740173,2630.11894594512,2666.88120551061,2703.1365060982,2738.88484770788,2774.12623033966,2808.86065399353,2842.77255355085,2875.86192901162,2908.12878037584,2939.5731076435,2970.19491081461,2999.99418988917,3028.97094486718,3057.12517574863,3084.45688253353,3110.96606522188,3136.62068355194,3161.42073752372,3185.36622713721,3208.45715239241,3230.69351328933,3252.07530982796,3272.60254200831,3292.27520983037,3311.09331329414,3329.05685239962
Ch.4 assessment,1900,1850,World,SSP1-2.6,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.09568894127575,1.12187973313379,1.14761902443993,1.1730188618791,1.19952082553013,1.22487604891814,1.24953138922889,1.2725331329507,1.29597468448893,1.32137098358775,1.34337161573136,1.36650703755018,1.38803304469846,1.4105271760795,1.4315059987464,1.4512224023802,1.4699526405061,1.48836345927484,1.50501379923445,1.52057038051061,1.53599333246156,1.55024426408298,1.56538204450264,1.58029078146976,1.59319207762646,1.60591840460354,1.61869848507267,1.63117530638446,1.64044236378981,1.65059479967906,1.66157634800354,1.67115672498357,1.67877239173036,1.68676116654634,1.69456875106394
Ch.4 assessment,1900,1850,World,SSP1-2.6,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981038420297519,0.99850620723454,1.01652095095522,1.03412095062844,1.05205334887764,1.06940699230797,1.08480454928275,1.10098459295021,1.11691970658436,1.13187484673992,1.14635702699976,1.16052068195195,1.17526677996965,1.18960880353679,1.20356722965053,1.21762710514589,1.2305056379333,1.24130874864099,1.25244882976295,1.26222642877124,1.27001876004345,1.27838772360505,1.28609968063459,1.2940456213405,1.30228744804771,1.31039538736574,1.31748023023224,1.325086996607,1.33000607923305,1.33539503729209,1.34092693074009,1.34584076139906,1.34896781140091,1.35181067576379,1.35546568357918,1.35649804235596
Ch.4 assessment,1900,1850,World,SSP1-2.6,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16722123973425,1.20313315860838,1.23802900499888,1.2730828966556,1.31110320314725,1.34965567913036,1.38508495313214,1.42061286772633,1.45514992843726,1.4921454297145,1.52367761482808,1.55634513646677,1.58548144119557,1.61661439960649,1.64900126145736,1.67911401262606,1.70826033710038,1.73623736486213,1.76352301786333,1.79124507153005,1.81427410576266,1.83838209765412,1.86420281896473,1.88807048128664,1.91128111546808,1.93278849237558,1.95437072790343,1.97762406962239,1.99997144516892,2.01977443745564,2.03777676589328,2.05369923552633,2.0836454897373,2.09884430936137,2.11358161290472,2.12684212094463
IAMs,1850,1850,World,SSP5-8.5,GtCO2,Cumulative Emissions|CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.98577055514,2281.05042130614,2322.02699651052,2363.91549616828,2406.71592027942,2450.42826884394,2495.29904087458,2541.32823637132,2588.51585533419,2636.86189776316,2686.36636365825,2737.02925301946,2788.85056584677,2841.8303021402,2895.96846189975,2951.26504512541,3007.90953984894,3065.90194607035,3125.24226378963,3185.93049300679,3247.96663372183,3311.35068593474,3376.08264964553,3442.16252485419,3509.59031156073,3578.36600976515,3648.59396014333,3720.27416269529,3793.40661742102,3867.99132432052,3944.0282833938,4021.51749464085,4100.45895806166,4180.85267365625,4262.69864142462,4345.99686136675
Ch.4 assessment,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.09674218128339,1.12605118785927,1.15518757178099,1.18377023020687,1.21363933690557,1.24338251844927,1.27589437277754,1.30671236032576,1.33671572815488,1.3695509178175,1.40179019251523,1.43512490056797,1.46896170779625,1.50354814056525,1.53684104309409,1.57035152422975,1.6041747241918,1.63778673172398,1.67263251593663,1.70754715619732,1.7429279573629,1.77769758676863,1.81369749890073,1.85224677146092,1.89285351198798,1.93336265280548,1.97122355335376,2.01192122990518,2.05413343386743,2.09542973776691,2.13742950568636,2.17925673706683,2.22064998272895,2.26397633426314,2.30834680952901
Ch.4 assessment,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980797236597051,1.00044693530093,1.02084536326327,1.0391844862299,1.05909116876961,1.08047907572006,1.10288479816433,1.12496675288134,1.14634025535616,1.16517039333434,1.18405882371876,1.2069189971745,1.23103296068042,1.25406845255757,1.27821733632585,1.3007677115597,1.32469491144507,1.35053820207449,1.37065841474875,1.39481911935656,1.41871558968487,1.44328335765347,1.46898034857904,1.49606910106849,1.52350482074265,1.55157664939174,1.58067277966755,1.60845344939792,1.63769697899592,1.66789924274663,1.69861401465796,1.72816848058214,1.75810584652963,1.79291084118184,1.82570627968577,1.85963789120158
Ch.4 assessment,1900,1850,World,SSP5-8.5,K,Surface Air Temperature Change|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17437716234499,1.21096242620635,1.24893572144951,1.28947102835872,1.33376969735916,1.37497197011518,1.41669415771431,1.4612505011303,1.49889647127684,1.54140645941315,1.58614889445672,1.62791238070015,1.6714289934177,1.71639011758214,1.75799784416669,1.80137009523788,1.84676251692891,1.89219745423912,1.9386406657988,1.98465975276871,2.03143247988012,2.07786136408193,2.12270322528942,2.17092975248662,2.22028141474206,2.27240691198443,2.32576901861784,2.37690637311436,2.43092218825535,2.48734528383537,2.54209226164554,2.59793932565067,2.65464533447817,2.71058767467205,2.77228184339126,2.83006786311097
